index,record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
1203,33059,11,17,2001,18,PB,F,26,30
1204,33060,11,17,2001,18,PB,M,28,49
1205,33061,11,17,2001,18,PB,F,26,27
1206,33062,11,17,2001,18,PB,F,26,25
1207,33063,11,17,2001,18,PB,F,25,25
1208,33064,11,17,2001,18,PB,F,27,29
1209,33065,11,17,2001,18,PB,M,26,30
1210,33066,11,17,2001,18,PB,F,26,29
1211,33068,11,17,2001,17,PB,M,27,41
1212,33069,11,17,2001,17,DM,F,37,48
1213,33070,11,17,2001,17,DM,M,36,44
1214,33071,11,17,2001,17,DM,F,36,44
1215,33072,11,17,2001,17,DM,M,37,50
1216,33073,11,17,2001,17,PB,F,27,32
1217,33074,11,17,2001,17,OT,M,21,22
1218,33075,11,17,2001,17,NL,F,33,158
1219,33076,11,17,2001,20,PB,F,26,31
1220,33078,11,17,2001,20,PB,F,26,27
1221,33079,11,17,2001,20,PB,M,26,30
1222,33080,11,17,2001,20,PE,F,20,21
1223,33081,11,17,2001,20,PE,M,20,22
1224,33082,11,17,2001,20,PB,F,27,36
1225,33083,11,17,2001,20,PB,M,26,35
1226,33084,11,17,2001,20,NL,F,35,96
1227,33085,11,17,2001,20,NL,F,33,186
1228,33086,11,17,2001,21,PB,F,27,30
1229,33088,11,17,2001,21,PB,M,27,36
1230,33089,11,17,2001,21,PB,F,26,29
1231,33090,11,17,2001,21,PB,F,25,30
1232,33091,11,17,2001,21,PB,F,26,33
1233,33092,11,17,2001,21,PB,F,27,29
1234,33093,11,17,2001,21,PB,F,26,31
1235,33094,11,17,2001,21,PB,M,27,31
1236,33095,11,17,2001,21,PB,M,27,34
1237,33096,11,17,2001,22,PB,M,27,41
1238,33097,11,17,2001,22,PB,F,27,31
1239,33098,11,17,2001,22,DM,M,37,50
1240,33099,11,17,2001,22,PB,F,26,29
1241,33100,11,17,2001,22,PB,F,27,27
1242,33101,11,17,2001,22,OT,F,21,22
1243,33102,11,17,2001,22,OT,M,20,20
1244,33103,11,17,2001,7,PB,M,28,41
1245,33104,11,17,2001,7,PP,F,22,20
1246,33105,11,17,2001,7,PP,M,23,17
1247,33106,11,17,2001,7,PE,M,20,18
1248,33107,11,17,2001,23,RM,F,17,9
1249,33108,11,17,2001,23,PE,M,20,23
1250,33111,11,17,2001,24,PE,M,20,18
1251,33112,11,17,2001,24,OT,F,20,23
1252,33113,11,17,2001,24,RM,F,16,9
1253,33114,11,17,2001,24,NL,M,31,175
1254,33115,11,18,2001,3,PB,F,26,29
1255,33116,11,18,2001,3,PB,F,27,32
1256,33117,11,18,2001,3,DM,M,36,52
1257,33118,11,18,2001,3,PB,M,28,47
1258,33119,11,18,2001,3,OT,M,20,24
1259,33120,11,18,2001,3,OT,F,21,22
1260,33121,11,18,2001,3,PE,F,22,24
1261,33122,11,18,2001,3,OT,M,21,26
1262,33123,11,18,2001,3,PF,M,15,7
1263,33124,11,18,2001,3,PB,M,27,37
1264,33125,11,18,2001,3,PB,F,25,30
1265,33126,11,18,2001,3,PB,F,26,32
1266,33127,11,18,2001,3,PB,F,27,34
1267,33128,11,18,2001,3,PB,M,27,38
1268,33129,11,18,2001,3,DM,F,35,42
1269,33130,11,18,2001,3,PP,F,23,15
1270,33131,11,18,2001,3,DO,F,35,51
1271,33132,11,18,2001,4,DM,F,36,31
1272,33133,11,18,2001,4,DO,M,34,39
1273,33134,11,18,2001,4,DM,F,37,45
1274,33135,11,18,2001,4,DO,M,35,45
1275,33136,11,18,2001,4,PB,M,28,52
1276,33137,11,18,2001,4,PB,F,26,24
1277,33139,11,18,2001,4,DO,F,35,36
1278,33140,11,18,2001,4,DM,M,35,40
1279,33141,11,18,2001,4,DM,F,35,30
1280,33142,11,18,2001,4,DM,M,36,43
1281,33144,11,18,2001,4,DM,M,35,48
1282,33145,11,18,2001,4,DM,F,35,49
1283,33146,11,18,2001,5,PE,M,20,18
1284,33147,11,18,2001,6,PB,F,25,30
1285,33148,11,18,2001,6,PB,M,25,26
1286,33149,11,18,2001,6,PB,F,25,26
1287,33151,11,18,2001,6,PB,M,26,34
1288,33152,11,18,2001,6,PB,F,26,31
1289,33153,11,18,2001,6,PB,F,25,35
1290,33154,11,18,2001,6,OT,F,20,27
1291,33156,11,18,2001,6,PB,M,26,33
1292,33158,11,18,2001,11,OT,M,21,22
1293,33159,11,18,2001,11,PB,M,28,32
1294,33160,11,18,2001,11,OT,F,21,24
1295,33161,11,18,2001,11,DM,F,34,44
1296,33162,11,18,2001,11,DO,F,35,42
1297,33163,11,18,2001,11,DO,M,37,51
1298,33164,11,18,2001,11,PB,F,27,29
1299,33165,11,18,2001,11,DM,M,36,35
1300,33166,11,18,2001,11,DM,M,36,59
1301,33167,11,18,2001,11,PB,M,27,32
1302,33168,11,18,2001,11,PB,F,27,27
1303,33170,11,18,2001,11,DM,M,37,43
1304,33171,11,18,2001,9,OT,M,21,23
1305,33172,11,18,2001,9,OT,M,21,19
1306,33173,11,18,2001,9,DM,F,36,43
1307,33174,11,18,2001,9,DM,F,35,38
1308,33175,11,18,2001,9,DM,F,36,48
1309,33176,11,18,2001,9,OT,M,20,20
1310,33177,11,18,2001,9,DM,M,38,46
1311,33178,11,18,2001,9,DM,F,35,45
1312,33179,11,18,2001,8,PB,F,27,33
1313,33180,11,18,2001,8,OT,F,20,23
1314,33181,11,18,2001,8,OT,M,21,23
1315,33182,11,18,2001,8,PB,F,27,31
1316,33184,11,18,2001,8,PB,F,26,26
1317,33185,11,18,2001,8,DO,M,35,52
1318,33186,11,18,2001,8,DO,M,37,54
1319,33187,11,18,2001,8,DM,M,36,38
1320,33189,11,18,2001,8,DO,F,36,42
1321,33190,11,18,2001,8,DO,M,35,58
1322,33191,11,18,2001,8,PB,F,26,27
1323,33192,11,18,2001,13,OT,M,22,23
1324,33194,11,18,2001,13,PE,M,20,20
1325,33195,11,18,2001,13,PB,M,27,31
1326,33196,11,18,2001,13,PB,M,27,34
1327,33197,11,18,2001,13,PB,M,27,48
1328,33198,11,18,2001,13,OT,F,20,20
1329,33199,11,18,2001,13,PB,M,27,50
1330,33200,11,18,2001,13,OT,F,21,18
1331,33201,11,18,2001,13,PB,F,26,27
1332,33202,11,18,2001,14,DM,F,36,36
1333,33204,11,18,2001,14,DM,F,34,45
1334,33205,11,18,2001,14,OT,F,20,23
1335,33206,11,18,2001,14,DM,F,35,45
1336,33207,11,18,2001,14,DM,M,35,41
1337,33209,11,18,2001,15,OT,F,20,19
1338,33210,11,18,2001,15,PB,M,27,38
1339,33212,11,18,2001,15,PB,F,26,29
1340,33213,11,18,2001,16,DM,M,36,55
1341,33214,11,18,2001,16,OT,F,21,18
1342,33215,11,18,2001,16,OT,M,21,25
1343,33216,11,18,2001,16,PB,M,27,30
1344,33217,11,18,2001,16,DO,F,34,46
1345,33218,11,18,2001,16,PB,F,26,23
1346,33220,12,15,2001,1,PB,M,28,40
1347,33221,12,15,2001,1,DO,M,36,59
1348,33222,12,15,2001,1,DO,M,34,46
1349,33223,12,15,2001,1,DM,M,36,44
1350,33224,12,15,2001,1,DO,M,35,41
1351,33225,12,15,2001,1,NL,M,34,231
1352,33226,12,15,2001,2,PP,M,21,17
1353,33227,12,15,2001,2,OT,M,20,23
1354,33228,12,15,2001,2,PE,F,20,20
1355,33229,12,15,2001,2,OT,M,20,23
1356,33230,12,15,2001,2,DO,M,35,45
1357,33231,12,15,2001,2,PE,M,20,22
1358,33232,12,15,2001,2,DM,F,36,45
1359,33233,12,15,2001,2,DO,M,36,52
1360,33234,12,15,2001,2,DM,M,37,48
1361,33235,12,15,2001,2,PB,M,28,43
1362,33236,12,15,2001,2,PB,F,27,34
1363,33237,12,15,2001,2,NL,F,33,126
1364,33238,12,15,2001,2,NL,F,32,198
1365,33239,12,15,2001,12,DM,M,36,39
1366,33240,12,15,2001,12,DO,F,37,52
1367,33241,12,15,2001,12,DO,M,36,60
1368,33242,12,15,2001,12,DM,F,36,46
1369,33243,12,15,2001,12,DO,M,36,55
1370,33244,12,15,2001,19,PB,M,28,51
1371,33245,12,15,2001,19,PB,F,26,30
1372,33246,12,15,2001,19,OT,F,20,22
1373,33247,12,15,2001,19,PB,M,27,43
1374,33248,12,15,2001,19,PB,F,27,27
1375,33249,12,15,2001,19,PE,F,20,14
1376,33250,12,15,2001,19,OT,F,20,21
1377,33251,12,15,2001,19,PB,F,26,29
1378,33252,12,15,2001,19,PB,F,27,29
1379,33253,12,15,2001,19,OT,M,20,24
1380,33254,12,15,2001,18,PB,M,28,50
1381,33255,12,15,2001,18,PB,F,26,31
1382,33256,12,15,2001,18,SH,M,27,50
1383,33257,12,15,2001,18,PB,F,26,25
1384,33258,12,15,2001,18,RM,M,11,16
1385,33259,12,15,2001,18,RM,F,16,12
1386,33260,12,15,2001,18,PB,M,26,32
1387,33261,12,15,2001,18,PB,F,25,26
1388,33262,12,15,2001,18,PB,F,26,28
1389,33263,12,15,2001,18,PB,F,26,29
1390,33264,12,15,2001,17,DM,F,34,46
1391,33265,12,15,2001,17,DM,M,36,51
1392,33266,12,15,2001,17,OT,M,20,22
1393,33267,12,15,2001,17,OT,F,20,19
1394,33268,12,15,2001,17,DM,F,36,46
1395,33269,12,15,2001,17,DM,M,36,43
1396,33270,12,15,2001,17,PB,M,27,45
1397,33271,12,15,2001,17,PB,F,27,32
1398,33272,12,15,2001,17,NL,F,32,156
1399,33273,12,15,2001,22,PB,M,27,43
1400,33274,12,15,2001,22,OT,F,21,24
1401,33276,12,15,2001,22,DM,M,37,51
1402,33277,12,15,2001,22,OT,M,20,22
1403,33278,12,15,2001,22,PB,F,26,32
1404,33279,12,15,2001,22,PP,M,21,14
1405,33280,12,15,2001,22,PB,F,26,30
1406,33281,12,15,2001,21,PB,M,27,35
1407,33282,12,15,2001,21,PB,F,26,30
1408,33283,12,15,2001,21,PB,F,27,30
1409,33284,12,15,2001,21,PB,F,25,27
1410,33285,12,15,2001,21,PB,M,27,35
1411,33286,12,15,2001,21,PB,F,26,29
1412,33287,12,15,2001,21,PB,F,26,29
1413,33288,12,15,2001,21,PB,F,26,30
1414,33289,12,15,2001,21,PB,M,27,31
1415,33290,12,15,2001,23,RM,M,16,9
1416,33291,12,15,2001,23,PE,M,20,18
1417,33292,12,15,2001,23,RM,F,16,8
1418,33293,12,15,2001,20,PE,F,20,22
1419,33294,12,15,2001,20,SH,M,25,43
1420,33295,12,15,2001,20,PB,F,27,33
1421,33296,12,15,2001,20,PB,M,25,35
1422,33297,12,15,2001,20,RM,M,16,11
1423,33298,12,15,2001,20,RM,F,16,8
1424,33299,12,15,2001,20,PB,F,25,28
1425,33300,12,15,2001,20,PB,F,26,30
1426,33301,12,15,2001,20,PB,F,27,31
1427,33302,12,15,2001,24,PE,M,20,24
1428,33303,12,15,2001,24,PE,M,20,23
1429,33304,12,15,2001,24,RM,M,16,10
1430,33305,12,15,2001,7,PB,M,29,44
1431,33306,12,15,2001,7,OT,M,19,21
1432,33307,12,15,2001,7,OT,M,20,19
1433,33308,12,15,2001,7,PP,M,24,16
0,33321,1,12,2002,1,DM,M,38,44
1,33322,1,12,2002,1,DO,M,37,58
2,33323,1,12,2002,1,PB,M,28,45
3,33325,1,12,2002,1,DO,M,35,29
4,33326,1,12,2002,2,OT,F,20,26
5,33327,1,12,2002,2,OT,M,20,24
6,33328,1,12,2002,2,OT,F,21,22
7,33329,1,12,2002,2,DM,M,37,47
8,33330,1,12,2002,2,DO,M,35,51
9,33331,1,12,2002,2,PE,F,21,23
10,33332,1,12,2002,2,OT,F,20,18
11,33333,1,12,2002,2,OT,M,20,25
12,33334,1,12,2002,2,OT,F,20,22
13,33335,1,12,2002,2,DO,F,36,46
14,33336,1,12,2002,2,DM,F,35,45
15,33337,1,12,2002,2,PB,M,28,47
16,33338,1,12,2002,2,PB,F,26,30
17,33340,1,12,2002,12,DO,M,34,24
18,33341,1,12,2002,12,PE,F,20,15
19,33342,1,12,2002,12,DO,F,36,26
20,33343,1,12,2002,12,DO,F,37,47
21,33344,1,12,2002,12,DM,M,36,40
22,33345,1,12,2002,12,DO,M,37,55
23,33346,1,12,2002,12,PE,M,21,23
24,33347,1,12,2002,12,DM,F,37,45
25,33348,1,12,2002,19,PB,M,29,51
26,33349,1,12,2002,19,PB,M,27,46
27,33350,1,12,2002,19,PP,F,20,13
28,33351,1,12,2002,19,PB,F,27,30
29,33352,1,12,2002,19,PE,F,20,17
30,33353,1,12,2002,19,OT,F,22,24
31,33354,1,12,2002,19,OT,M,21,22
32,33355,1,12,2002,19,PB,F,27,30
33,33356,1,12,2002,19,PB,M,26,28
34,33358,1,12,2002,18,PB,F,26,28
35,33359,1,12,2002,18,PB,M,27,32
36,33360,1,12,2002,18,PB,M,28,44
37,33361,1,12,2002,18,PB,F,26,26
38,33362,1,12,2002,18,PB,F,26,27
39,33363,1,12,2002,18,PB,F,25,26
40,33364,1,12,2002,17,OT,F,21,18
41,33365,1,12,2002,17,DM,M,37,49
42,33366,1,12,2002,17,PB,F,27,31
43,33367,1,12,2002,17,DM,F,36,47
44,33368,1,12,2002,17,PB,M,47,27
45,33369,1,12,2002,17,DM,F,37,48
46,33370,1,12,2002,17,DM,M,36,42
47,33371,1,12,2002,23,PE,M,20,18
48,33372,1,12,2002,22,DM,M,36,51
49,33373,1,12,2002,22,PB,M,28,39
50,33374,1,12,2002,22,PB,F,27,30
51,33375,1,12,2002,21,PB,M,28,32
52,33376,1,12,2002,21,PB,F,26,30
53,33377,1,12,2002,21,PB,F,26,30
54,33379,1,12,2002,21,PB,F,27,30
55,33380,1,12,2002,21,PB,F,27,28
56,33381,1,12,2002,21,PB,M,27,37
57,33382,1,12,2002,21,PB,F,25,29
58,33397,2,9,2002,1,RO,M,17,8
59,33398,2,9,2002,1,DO,F,35,35
60,33399,2,9,2002,1,PB,M,28,48
61,33400,2,9,2002,1,DO,M,37,60
62,33401,2,9,2002,1,DM,M,37,47
63,33402,2,9,2002,1,DO,M,35,40
64,33403,2,9,2002,1,OT,M,20,26
65,33404,2,9,2002,2,PB,M,27,54
66,33405,2,9,2002,2,RM,M,19,8
67,33406,2,9,2002,2,DO,F,36,49
68,33407,2,9,2002,2,DO,M,35,52
69,33408,2,9,2002,2,PB,M,28,41
70,33409,2,9,2002,2,PB,M,27,49
71,33410,2,9,2002,2,DM,F,35,46
72,33411,2,9,2002,2,PE,M,19,25
73,33412,2,9,2002,2,PP,M,22,17
74,33413,2,9,2002,2,SH,F,30,57
75,33414,2,9,2002,2,PB,F,27,31
76,33415,2,9,2002,2,NL,M,33,120
77,33416,2,9,2002,3,PB,M,26,44
78,33417,2,9,2002,3,DM,M,36,48
79,33418,2,9,2002,3,PB,F,26,26
80,33419,2,9,2002,3,DM,M,37,54
81,33420,2,9,2002,3,OT,F,21,24
82,33421,2,9,2002,3,PB,F,26,28
83,33422,2,9,2002,3,PB,M,30,55
84,33423,2,9,2002,3,DM,M,36,49
85,33424,2,9,2002,3,DM,F,36,47
86,33425,2,9,2002,3,DO,F,34,51
87,33426,2,9,2002,3,DM,M,37,52
88,33427,2,9,2002,3,PB,M,26,41
89,33428,2,9,2002,3,PE,F,21,24
90,33429,2,9,2002,3,PF,M,15,8
91,33430,2,9,2002,3,PB,F,26,32
92,33431,2,9,2002,3,DO,M,36,49
93,33432,2,9,2002,3,OT,M,21,30
94,33433,2,9,2002,3,PB,F,27,32
95,33434,2,9,2002,3,DO,F,36,53
96,33435,2,9,2002,3,DM,M,37,52
97,33436,2,9,2002,3,PM,M,20,19
98,33437,2,9,2002,24,PE,M,21,20
99,33438,2,9,2002,12,PE,F,21,22
100,33439,2,9,2002,12,DM,F,35,46
101,33440,2,9,2002,12,DO,F,36,52
102,33441,2,9,2002,12,DO,M,36,58
103,33442,2,9,2002,12,DM,M,36,44
104,33444,2,9,2002,17,PP,F,22,17
105,33445,2,9,2002,17,DM,F,37,49
106,33446,2,9,2002,17,PB,M,26,47
107,33447,2,9,2002,17,OT,M,21,25
108,33448,2,9,2002,17,PB,F,27,31
109,33449,2,9,2002,17,DM,M,37,50
110,33450,2,9,2002,17,DM,F,35,46
111,33451,2,9,2002,17,DM,M,36,46
112,33452,2,9,2002,17,NL,F,29,154
113,33454,2,9,2002,18,RM,F,16,12
114,33455,2,9,2002,18,PB,M,27,51
115,33456,2,9,2002,18,PB,F,26,29
116,33457,2,9,2002,18,PB,F,26,32
117,33459,2,9,2002,18,PB,F,26,25
118,33460,2,9,2002,18,PB,F,26,28
119,33461,2,9,2002,19,RM,M,17,12
120,33462,2,9,2002,19,PB,F,27,30
121,33463,2,9,2002,19,PB,F,26,27
122,33464,2,9,2002,19,PB,F,26,31
123,33465,2,9,2002,19,PB,M,28,49
124,33466,2,9,2002,19,PB,M,27,42
125,33467,2,9,2002,19,OT,F,21,22
126,33468,2,9,2002,19,PE,F,20,18
127,33469,2,9,2002,22,DM,M,37,52
128,33470,2,9,2002,22,PB,M,27,38
129,33471,2,9,2002,22,PB,F,27,30
130,33472,2,9,2002,22,DM,F,36,40
131,33473,2,9,2002,22,PB,M,27,48
132,33474,2,9,2002,21,PB,F,27,30
133,33475,2,9,2002,21,PB,M,27,41
134,33476,2,9,2002,21,PB,F,25,27
135,33477,2,9,2002,21,PB,F,26,30
136,33478,2,9,2002,21,PB,M,26,43
137,33479,2,9,2002,21,PB,F,27,31
138,33480,2,9,2002,21,PB,M,28,40
139,33481,2,9,2002,21,PB,M,27,34
140,33482,2,9,2002,21,PB,F,26,29
141,33483,2,9,2002,20,RM,M,18,10
142,33484,2,9,2002,20,PB,F,26,33
143,33485,2,9,2002,20,PB,F,27,29
144,33486,2,9,2002,20,PB,M,27,41
145,33487,2,9,2002,20,PB,F,27,33
146,33488,2,9,2002,20,OT,F,20,24
147,33489,2,9,2002,23,PE,M,20,20
148,33490,2,9,2002,23,RM,M,18,11
149,33491,2,9,2002,23,PE,F,21,24
150,33492,2,10,2002,4,DM,M,36,53
151,33493,2,10,2002,4,DM,F,36,51
152,33494,2,10,2002,4,DM,M,36,42
153,33495,2,10,2002,4,DM,F,37,50
154,33496,2,10,2002,4,DO,F,34,45
155,33497,2,10,2002,4,PB,M,27,50
156,33498,2,10,2002,4,PB,F,27,48
157,33499,2,10,2002,4,PB,F,26,25
158,33500,2,10,2002,6,PB,F,27,28
159,33501,2,10,2002,6,PB,F,26,25
160,33502,2,10,2002,6,PB,F,26,26
161,33503,2,10,2002,6,PB,F,26,35
162,33504,2,10,2002,6,PB,F,26,32
163,33505,2,10,2002,6,PB,M,26,35
164,33506,2,10,2002,6,DO,F,36,53
165,33507,2,10,2002,6,DO,M,36,56
166,33508,2,10,2002,6,OT,M,20,25
167,33509,2,10,2002,6,PB,F,26,29
168,33510,2,10,2002,6,PB,M,26,35
169,33511,2,10,2002,6,NL,F,33,180
170,33512,2,10,2002,11,DM,M,36,55
171,33513,2,10,2002,11,DM,F,37,48
172,33514,2,10,2002,11,DM,M,37,39
173,33515,2,10,2002,11,DO,F,35,46
174,33516,2,10,2002,11,DM,F,34,45
175,33517,2,10,2002,11,DM,M,37,42
176,33518,2,10,2002,11,DO,M,35,55
177,33519,2,10,2002,9,DM,F,35,42
178,33520,2,10,2002,9,DM,F,36,53
179,33521,2,10,2002,9,DM,M,37,46
180,33522,2,10,2002,9,DM,M,37,46
181,33523,2,10,2002,9,DM,F,36,42
182,33524,2,10,2002,8,DO,M,35,55
183,33525,2,10,2002,8,PB,F,29,29
184,33526,2,10,2002,8,PP,M,21,16
185,33527,2,10,2002,8,PB,F,27,35
186,33528,2,10,2002,8,PB,F,26,26
187,33529,2,10,2002,8,DO,M,38,52
188,33530,2,10,2002,8,DO,F,37,60
189,33531,2,10,2002,8,DM,F,36,41
190,33532,2,10,2002,8,DO,F,36,51
191,33533,2,10,2002,8,PB,F,26,25
192,33534,2,10,2002,8,DO,M,37,59
193,33535,2,10,2002,13,PF,F,15,7
194,33536,2,10,2002,13,OT,F,20,22
195,33537,2,10,2002,13,PB,M,25,48
196,33538,2,10,2002,13,PB,M,26,39
197,33539,2,10,2002,13,OT,M,20,19
198,33540,2,10,2002,13,PB,M,28,37
199,33541,2,10,2002,13,PB,M,29,49
200,33542,2,10,2002,13,PP,F,21,15
201,33543,2,10,2002,14,DM,M,36,48
202,33545,2,10,2002,14,DM,F,35,39
203,33546,2,10,2002,14,OT,F,21,21
204,33547,2,10,2002,14,DM,F,36,44
205,33548,2,10,2002,14,DM,F,36,46
206,33549,2,10,2002,14,NL,M,33,222
207,33550,2,10,2002,15,PB,F,25,31
208,33551,2,10,2002,15,RM,F,17,7
209,33554,2,10,2002,15,RM,F,17,10
210,33555,2,10,2002,15,PB,M,27,45
211,33556,2,10,2002,5,RO,M,15,9
212,33557,2,10,2002,5,RM,F,17,9
213,33558,2,10,2002,16,PB,F,26,25
214,33559,2,10,2002,16,DM,M,36,38
215,33560,2,10,2002,16,DO,F,36,51
216,33561,2,10,2002,10,RM,F,17,8
217,33562,2,10,2002,10,DO,F,35,50
218,33563,2,10,2002,10,DO,M,34,52
219,33564,2,10,2002,10,DO,M,38,51
220,33565,2,10,2002,10,RO,F,16,8
221,33566,2,10,2002,7,DM,M,35,42
222,33567,2,10,2002,7,DO,M,36,62
223,33568,2,10,2002,7,DO,F,37,55
224,33569,2,10,2002,7,DO,F,38,47
225,33570,2,10,2002,7,DO,F,35,54
226,33571,3,13,2002,1,DO,M,35,46
227,33572,3,13,2002,1,DO,M,37,52
228,33573,3,13,2002,1,PP,M,23,20
229,33574,3,13,2002,1,DM,M,36,50
230,33575,3,13,2002,1,DO,F,35,46
231,33576,3,13,2002,1,PB,M,27,44
232,33577,3,13,2002,1,DO,M,37,63
233,33578,3,13,2002,2,PP,M,22,20
234,33579,3,13,2002,2,DM,F,36,43
235,33580,3,13,2002,2,DM,M,36,55
236,33581,3,13,2002,2,DM,M,36,50
237,33582,3,13,2002,2,DO,M,36,56
238,33583,3,13,2002,2,NL,M,32,136
239,33584,3,13,2002,2,PP,M,23,23
240,33585,3,13,2002,2,OT,F,20,23
241,33586,3,13,2002,2,NL,F,32,196
242,33587,3,13,2002,2,DO,F,36,55
243,33588,3,13,2002,2,PB,F,26,32
244,33589,3,13,2002,12,DO,M,36,57
245,33590,3,13,2002,12,PP,M,22,16
246,33591,3,13,2002,12,DO,F,36,63
247,33592,3,13,2002,12,DO,M,36,32
248,33593,3,13,2002,12,DM,M,36,44
249,33594,3,13,2002,12,PP,M,22,23
250,33595,3,13,2002,19,PE,M,20,20
251,33596,3,13,2002,19,PB,M,27,45
252,33597,3,13,2002,19,PP,M,24,19
253,33598,3,13,2002,19,PB,F,28,34
254,33599,3,13,2002,19,PB,F,27,28
255,33600,3,13,2002,19,PB,M,28,49
256,33602,3,13,2002,18,PB,F,25,36
257,33603,3,13,2002,18,PB,F,26,28
258,33604,3,13,2002,18,PB,F,26,27
259,33605,3,13,2002,18,RM,M,17,11
260,33606,3,13,2002,18,OT,F,20,24
261,33607,3,13,2002,18,PB,F,27,32
262,33608,3,13,2002,17,DM,M,36,50
263,33609,3,13,2002,17,DM,M,35,50
264,33610,3,13,2002,17,PB,F,27,36
265,33611,3,13,2002,17,DM,F,35,47
266,33612,3,13,2002,17,OT,M,21,32
267,33614,3,13,2002,17,DM,M,36,47
268,33615,3,13,2002,17,PP,M,22,17
269,33616,3,13,2002,17,DM,M,37,46
270,33617,3,13,2002,17,DM,F,37,45
271,33618,3,13,2002,17,DM,M,35,46
272,33619,3,13,2002,17,OT,F,21,26
273,33620,3,13,2002,22,DM,F,37,47
274,33621,3,13,2002,22,PB,F,27,28
275,33622,3,13,2002,22,PB,F,26,32
276,33623,3,13,2002,22,PB,M,27,42
277,33624,3,13,2002,22,DM,F,36,40
278,33625,3,13,2002,22,PB,F,26,25
279,33626,3,13,2002,22,DM,M,37,52
280,33627,3,13,2002,21,PB,M,27,34
281,33628,3,13,2002,21,PB,F,27,30
282,33629,3,13,2002,21,NL,F,30,168
283,33630,3,13,2002,21,PB,F,26,32
284,33631,3,13,2002,21,PB,F,25,27
285,33632,3,13,2002,21,PB,M,27,39
286,33633,3,13,2002,21,PB,F,26,31
287,33635,3,13,2002,20,NL,F,33,204
288,33636,3,13,2002,20,PB,M,27,41
289,33637,3,13,2002,20,PB,F,26,34
290,33638,3,13,2002,20,PB,F,27,31
291,33639,3,13,2002,20,PB,F,26,30
292,33642,3,14,2002,3,PB,F,27,31
293,33643,3,14,2002,3,PB,F,26,32
294,33644,3,14,2002,3,DO,M,36,56
295,33645,3,14,2002,3,PB,F,25,31
296,33646,3,14,2002,3,DM,F,36,50
297,33647,3,14,2002,3,PF,M,9,8
298,33648,3,14,2002,3,PB,M,29,55
299,33649,3,14,2002,3,PB,M,26,41
300,33650,3,14,2002,3,DO,M,35,53
301,33651,3,14,2002,3,PB,M,26,40
302,33652,3,14,2002,3,DM,M,36,51
303,33653,3,14,2002,3,PB,F,26,39
304,33654,3,14,2002,4,PF,M,17,8
305,33655,3,14,2002,4,DO,F,34,31
306,33656,3,14,2002,4,DO,M,34,30
307,33657,3,14,2002,4,PF,F,16,8
308,33658,3,14,2002,4,DM,F,36,50
309,33659,3,14,2002,4,PB,F,26,32
310,33660,3,14,2002,4,PB,M,28,49
311,33661,3,14,2002,4,DO,F,36,46
312,33662,3,14,2002,4,PB,F,25,26
313,33663,3,14,2002,4,DO,M,36,54
314,33664,3,14,2002,4,DM,F,38,52
315,33665,3,14,2002,4,DM,M,36,53
316,33666,3,14,2002,6,NL,F,33,188
317,33667,3,14,2002,6,PB,M,27,34
318,33668,3,14,2002,6,PB,F,27,30
319,33669,3,14,2002,6,OT,M,20,25
320,33670,3,14,2002,6,PB,M,26,33
321,33671,3,14,2002,6,PB,F,27,25
322,33672,3,14,2002,6,PB,M,26,34
323,33673,3,14,2002,6,PB,F,26,37
324,33674,3,14,2002,6,PB,F,26,27
325,33675,3,14,2002,6,OT,F,21,26
326,33676,3,14,2002,6,DO,F,37,53
327,33677,3,14,2002,6,PB,F,26,32
328,33678,3,14,2002,6,PB,F,27,34
329,33679,3,14,2002,6,SH,M,29,64
330,33681,3,14,2002,6,DO,M,36,59
331,33682,3,14,2002,11,DM,M,34,49
332,33683,3,14,2002,11,DM,F,36,42
333,33684,3,14,2002,11,DM,M,36,47
334,33685,3,14,2002,11,DM,F,34,45
335,33686,3,14,2002,11,DM,M,36,51
336,33687,3,14,2002,11,PP,F,22,18
337,33688,3,14,2002,11,DM,M,37,59
338,33689,3,14,2002,11,DM,M,36,48
339,33690,3,14,2002,11,DO,M,35,63
340,33691,3,14,2002,11,PB,F,27,30
341,33692,3,14,2002,11,OT,F,21,29
342,33693,3,14,2002,11,DO,M,37,54
343,33694,3,14,2002,11,DO,F,36,54
344,33695,3,14,2002,9,DM,F,35,46
345,33696,3,14,2002,9,DM,M,37,47
346,33697,3,14,2002,9,DM,F,36,49
347,33698,3,14,2002,9,DM,M,37,52
348,33699,3,14,2002,9,OT,M,21,30
349,33700,3,14,2002,9,PE,F,23,23
350,33701,3,14,2002,8,PB,F,26,37
351,33702,3,14,2002,8,DM,F,34,42
352,33703,3,14,2002,8,PB,F,26,26
353,33704,3,14,2002,8,DO,M,38,61
354,33705,3,14,2002,8,PB,F,27,32
355,33706,3,14,2002,8,PP,M,22,15
356,33707,3,14,2002,8,DO,F,37,58
357,33708,3,14,2002,8,PB,F,26,26
358,33709,3,14,2002,8,DO,M,38,55
359,33710,3,14,2002,8,DO,M,35,61
360,33711,3,14,2002,8,PP,M,22,18
361,33712,3,14,2002,8,DO,F,37,53
362,33714,3,14,2002,13,PB,M,27,38
363,33715,3,14,2002,13,PB,M,26,45
364,33716,3,14,2002,13,OT,F,20,23
365,33717,3,14,2002,13,PF,M,15,7
