Array,X,Y,CameraID,Date01,Date02,Date03,Date04,Date05,Date06,Date02_1,Date03_1,Date04_1,Date05_1,Date06_1,arable,bog,bwoodland,coast,cwoodland,edge,elevation,freshwater,gorse,grassland,heather,igrassland,montane,mwoodland,nearprimar,nearsecond,primarylen,rain,riverlengt,roads,rock,ruggedness,secondleng,sgrassland,slope,snow,temperatur,urban,woodland
Hope,248755,958935,Hope-07,NA,0,0,0,0,0,1146,1153,1160,1167,1174,0,0.922411,0,3.97366,0,0,137.64,0.0380556,0,0.0711196,0.00646896,0,0,0,0.959117,1.15678,0,112.286,0.339276,0.707107,1.91104,117.824,0,0.0711196,3.60911,2.82333,9.09972,1.22607,0
Hope,247397,957811,Hope-08,0,0,0,0,0,0,1147,1154,1161,1168,1175,0,0,0,3.0843,0,0,6.35566,0.0125,0.0336703,0.0787831,0.357004,0,0,0,2.29367,0.305,0,112.286,0.542742,0,0.861335,60.9176,0,0.0787831,2.00509,2.82333,9.09972,1.15406,0
Hope,248362,957539,Hope-09,0,0,0,0,0,0,1147,1154,1161,1168,1175,0,0,0,4.0843,0,0,90.8754,0.22753,0.0476342,0.238096,0.71427,0,0,0,2.67551,0.695,0,112.286,0.523802,1,2.06844,149.901,0,0.238096,4.38274,2.82333,9.09972,1.35288,0
Hope,247345,956717,Hope-10,0,1,0,0,1,0,1147,1154,1161,1168,1175,0,0,0,3.49851,0,0,13.9561,0,0.0174936,0,0.518966,0,0,0,2.84647,0.212665,0,112.286,0.320696,0,2.10945,88.9359,0.50603,0,6.39687,2.82333,9.09972,2.15406,0
Hope,248369,956632,Hope-11,NA,1,0,0,0,0,1147,1154,1161,1168,1175,0,0,0,4.49851,0,0,98.0673,0.112471,0.434052,0.108184,0.457763,0,0,0,3.66551,0.785,0,112.286,0.539103,1,2.52366,178.636,0,0.108184,7.85862,2.82333,9.09972,2.35288,0
Hope,247412,955244,Hope-12,0,0,0,1,0,0,1148,1155,1162,1169,1176,0,0,0.221331,4.43616,0,0.84398,50.7506,0.115,0.327391,0.10819,0.0318992,0.075942,0,0,3.74382,0.035,0,148.573,0,0,3.60945,173.65,0.507712,0.0322479,14.8046,3.92,7.89556,3.65406,0.221331
Hope,248607,955275,Hope-13,NA,0,0,0,0,0,1146,1153,1160,1167,1174,0,0.921981,0,5.61983,0,0,205.934,0.005,0,0,0.0780186,0,0,0,4.92022,1.37707,0,148.573,0.298842,1,3.52366,127.572,0,0,1.94803,3.92,7.89556,4.05998,0
Hope,246870,954374,Hope-14,NA,0,0,0,0,0,1146,1153,1160,1167,1174,0,0,0.0840583,4.60156,0,0.358554,4,0,0.102957,0,0,0,0,0,3.88014,0.397864,0,148.573,0.0970948,0,3.65501,114.112,0,0,1.41585,3.92,7.89556,4.0868,0.0840583
Hope,248462,954238,Hope-15,NA,0,0,0,0,0,1146,1153,1160,1167,1174,0,0.650769,0,5.85037,0,0,216.212,0.0620268,0,0.319047,0.00152721,0,0,0,5.14389,1.21033,0,148.573,0.267566,1.20711,2.72536,159.297,0,0.319047,4.52418,3.92,7.89556,4.85288,0
Hope,246549,953464,Hope-16,NA,0,0,0,0,0,1147,1154,1161,1168,1175,0,0.0784789,0.255022,5.58529,0,1.00495,159.762,0.431053,0.24589,0.0983345,0.322275,0,0,0,4.29022,0.195164,0,148.573,0,0,2.86212,175.322,0.283512,0.0983345,11.0589,3.92,7.89556,4.50101,0.255022
Hope,247609,953601,Hope-17,NA,0,0,0,0,0,1147,1154,1161,1168,1175,0,0.915166,0,6.01968,0,0,184.745,0.278284,0.0801536,0,0.00468,0,0,0,5.28022,0.942172,0,148.573,0.524194,0.5,2.4479,194.082,0,0,2.54784,3.92,7.89556,5.14577,0
Hope,248937,953229,Hope-18,NA,0,0,0,0,0,1147,1154,1161,1168,1175,0,0.076401,0,7.05748,0,0,278.185,0.486942,0.0180398,0,0.905559,0,0,0,6.32029,2.12454,0,148.573,0,2.12132,1.93246,315.017,0,0,4.57939,3.92,7.89556,6.05998,0
Hope,248270,961981,Hope-19,NA,0,0,0,0,0,1145,1152,1159,1166,1173,0,0,0,0.896482,0,0,90.9124,0.626093,0.30372,0.0177448,0.595499,0,0,0,1.71,2.42288,0,112.436,0,1.5,0.330208,166.981,0,0.0177448,21.527,2.81056,9.0575,2.10288,0
Hope,249459,962265,Hope-20,NA,0,0,0,0,0,1145,1152,1159,1166,1173,0,1,0,1.56698,0,0,156.407,0.442279,0,0,0,0,0,0,1.88095,2.83709,0,112.436,0,1.70711,1.2869,118.371,0,0,7.78398,2.81056,9.0575,2.51709,0
Inchnamdaph,222277,922968,INCH-001,1,0,1,0,0,0,1035,1042,1049,1056,1063,0,0,0,9.10327,0.000540895,0,163.943,0.427782,0.25067,0,0.748789,0,0,0,1.78456,8.78856,0,212.758,0,1.5,4.05335,498.855,0,0,13.266,4.61444,7.12889,2.90158,0
Inchnamdaph,223329,923005,INCH-002,0,1,0,0,0,0,1035,1042,1049,1056,1063,0,0,0,8.68905,0.0540782,0,109.304,0,0,0,0.823528,0,0,0,1.19823,8.37435,0,212.758,0,1,3.69746,224.583,0,0,13.7741,4.61444,7.12889,1.90158,0
Inchnamdaph,224564,923080,INCH-003,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0.0328449,8.06773,0,0.122165,147.105,0.294005,0.0342149,0.661791,0.255276,0,0,0,0.09,8.87969,0.562892,212.758,0,0,3.28324,131.468,0,0.661791,5.87944,4.61444,7.12889,0.899497,0.0328449
Inchnamdaph,222860,922042,INCH-004,0,0,0,0,0,0,1035,1042,1049,1056,1063,0,0,0,9.89616,0,0,343.46,0.257487,0,0.0948909,0.905109,0,0,0,2.21647,9.58146,0,212.758,0,1.91421,3.83707,466.905,0,0.0948909,20.3712,4.61444,7.12889,2.035,0
Inchnamdaph,223815,922143,INCH-005,0,0,0,0,1,0,1035,1042,1049,1056,1063,0,0,0.326626,9.48194,0,0.0146709,175.327,0.197767,0.000240484,0,0.637181,0,0,0,1.22912,9.46548,0,212.758,0,1,4.20986,279.019,0,0,14.8637,4.61444,7.12889,1.035,0.326626
Inchnamdaph,224888,922046,INCH-006,NA,0,0,0,0,0,1034,1041,1048,1055,1062,0,0,0,9.06773,0,0,67.7359,0.101169,0,0.518261,0,0,0,0,0.254558,9.87969,0.0414199,212.758,0.009719,0,3.37506,118.621,0,0.518261,2.19714,4.61444,7.12889,0.035,0
Inchnamdaph,226204,922043,INCH-007,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0,8.87719,0,0,150.618,0.275,0.0334262,0.758703,0.207871,0,0,0,1.11728,10.501,0,212.758,0.548743,1,2.37506,276.554,0,0.758703,9.67568,4.61444,7.12889,0.861924,0
Inchnamdaph,223862,921091,INCH-008,NA,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0,10.4819,0,0,134.704,0.005,0,0.120868,0.879132,0,0,0,1.17,10.4655,0,210.61,0.462349,1,3.20986,273.574,0,0.120868,8.44789,4.77944,7.11278,1.42229,0
Inchnamdaph,225060,921063,INCH-009,NA,0,0,0,0,0,1035,1042,1049,1056,1063,0,0,0.0653001,9.86062,0,0.738723,224.093,0.365,0.350513,0.530208,0.0539791,0.00192858,0,0,0.217279,11.0868,0.304632,210.61,0,0,3.61369,225.723,0,0.52828,12.1175,4.77944,7.11278,0.485,0.0653001
Inchnamdaph,226054,920966,INCH-010,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0,9.87719,0,0,183.258,0.085,0.742967,0.224157,0.0328767,0,0,0,1.20728,11.501,0,210.61,0.692857,0.707107,2.66915,203.036,0,0.224157,4.77814,4.77944,7.11278,0.945894,0
Inchnamdaph,227086,921170,INCH-011,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0.0618859,10.2914,0,0.51872,200.602,0.357071,0.078415,0.646832,0.212867,0,0,0,2.19728,11.9152,0,236.554,0.435111,1.70711,1.66915,410.863,0,0.646832,15.3231,5.16778,6.62583,1.94589,0.0618859
Inchnamdaph,225558,922949,INCH-012,NA,0,0,0,0,0,1034,1041,1048,1055,1062,0,0,0,7.755,0,0,209.463,0.698423,0,0.119523,0.880477,0,0,0,1.04912,9.2939,0,212.758,0,0.5,2.86903,359.351,0,0.119523,10.7362,4.61444,7.12889,1.20376,0
Inchnamdaph,224876,920140,INCH-013,NA,0,0,0,0,0,1034,1041,1048,1055,1062,0,0.571358,0.180769,11.0677,0,0.827509,78.6039,0.0858333,0.00260553,0.245267,0,0,0,0,0.18,11.8797,0.472462,210.61,0.892798,0,2.66508,217.07,0,0.245267,7.72915,4.77944,7.11278,0.765,0.180769
Inchnamdaph,226102,920004,INCH-014,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0.133163,0,10.8772,0,0,241.952,0.0987724,0.0512076,0.424453,0.391177,0,0,0,1.26,12.501,0,210.61,0.294641,1,3.08337,211.635,0,0.424453,5.31715,4.77944,7.11278,1.69187,0
Inchnamdaph,227084,920123,INCH-015,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0,11.2914,0,0,261.527,0.255,0.0180737,0.17828,0.803647,0,0,0,2.25,12.8855,0,236.554,0.50889,2,2.2452,199.2,0,0.17828,3.56269,5.16778,6.62583,2.36011,0
Inchnamdaph,228087,919908,INCH-016,0,0,0,0,0,0,1037,1044,1051,1058,1065,0,0,0,11.7056,0,0,290.783,0.628966,0,0.0980526,0.901947,0,0,0,3.33,11.9191,0,236.554,0,3,1.60399,249.601,0,0.0980526,4.40876,5.16778,6.62583,3.36011,0
Inchnamdaph,225099,919158,INCH-017,NA,0,0,0,0,0,1034,1041,1048,1055,1062,0,0.00919341,0.0236835,11.8606,0.00812578,0.282675,156.402,0.596795,0.18148,0.777517,0,0.209222,0,0,0.217279,13.0868,0.117281,210.61,0,0,2.07403,225.41,0,0.568295,11.1658,4.77944,7.11278,0.435061,0.0236835
Inchnamdaph,226171,918979,INCH-018,NA,0,0,0,0,0,1033,1040,1047,1054,1061,0,0.704571,0,11.8772,0,0,271.775,0.0917014,0,0.291604,0.00382495,0,0,0,1.19184,13.4733,0,210.61,0,1.20711,3.03505,197.095,0,0.291604,3.74648,4.77944,7.11278,1.43506,0
Inchnamdaph,227263,918954,INCH-019,NA,0,0,0,0,0,1033,1040,1047,1054,1061,0,0.210315,0,12.2914,0,0,281.221,0.0775592,0,0.588992,0.197622,0,0,0,2.18184,12.5049,0,236.554,0.483743,2.20711,2.09543,303.131,0,0.588992,5.78712,5.16778,6.62583,2.43506,0
Inchnamdaph,226041,917856,INCH-020,NA,0,0,0,0,0,1033,1040,1047,1054,1061,0,0.712121,0,12.8772,0,0,311.688,0.214513,0.0392402,0.0358534,0.212785,0,0,0,0.847279,12.8836,0,210.61,0,0.5,2.62083,332.017,0,0.0358534,2.50579,4.77944,7.11278,1.84927,0
Glen Isla,323383,769746,Isla-01,NA,NA,NA,0,0,0,NA,NA,1154,1161,1168,0,0,0,44.8189,0.888984,0,508.26,0.0967313,0,0,0.0813531,0,0.0296628,0,7.34492,3.97121,0,120.582,1.01183,4,2.48062,434.157,0,0,6.89633,6.50056,6.47083,4.08192,0
Glen Isla,322635,768928,Isla-02,NA,NA,NA,0,0,0,NA,NA,1154,1161,1168,0,0,0,44.526,0.145901,0,489.474,0.36364,0.324093,0,0.520987,0,0,0,6.70852,3.67832,0,120.582,0,3.70711,2.59364,446.794,0,0,12.2488,6.50056,6.47083,3.78903,0
Glen Isla,323580,768757,Isla-03,NA,NA,NA,0,0,0,NA,NA,1154,1161,1168,0,0,0,43.6118,0,0,610.22,0.600312,0.0611951,0.126504,0,0,0.812301,0,7.34492,4.735,0,120.582,0,4.41421,2.68773,399.007,0,0.126504,9.92345,6.50056,6.47083,4.78033,0
Glen Isla,322371,767546,Isla-04,NA,NA,0,0,0,0,NA,1148,1154,1161,1168,0,0,0,43.2331,0.553087,1.08326,499.451,0.208731,0.446913,0,0,0,0,0,5.47301,3.325,0,120.582,0.151159,3.5,1.09364,320.993,0,0,3.78697,6.50056,6.47083,3.91035,0
Glen Isla,323374,767765,Isla-05,NA,NA,NA,0,0,0,NA,NA,1154,1161,1168,0,0.131308,0,42.8189,0.466765,0.580281,529.109,0.328995,0.317259,0,0.0846681,0,0,0,6.32668,4.325,0,120.582,0,4.5,2.00785,439.75,0,0,12.1038,6.50056,6.47083,4.91035,0
Glen Isla,322412,766471,Isla-06,NA,NA,1,0,0,1,NA,1148,1155,1162,1169,0,0.19282,0,42.2332,0.517496,0.073841,406.935,0.125,0.199083,0,0.0629797,0,0,0,4.92661,3.505,0,120.582,0.514726,3.5,0.098033,259.174,0,0,7.31406,6.50056,6.47083,4.08131,0
Glen Isla,323748,766495,Isla-07,NA,NA,NA,0,0,0,NA,NA,1153,1160,1167,0,0,0,41.6119,0.999994,0.00433354,458.896,0.245,0,6.46E-06,0,0,0,0,6.36396,4.6442,0,120.582,0.079583,4.32843,1.07607,328.363,0,6.46E-06,3.26116,6.50056,6.47083,5.26082,0
Glen Isla,322099,764734,Isla-08,0,1,0,0,0,0,1140,1147,1154,1161,1168,0,0,0,40.2332,0.553324,0.772388,394.868,0.36435,0,0.247751,0,0,0,0,3.99838,3.2491,0,109.326,0,2.62132,0.109572,337.535,0,0.247751,9.41881,5.70944,7.01556,3.25288,0
Glen Isla,323168,765261,Isla-09,0,1,1,0,0,1,1140,1147,1154,1161,1168,0,0,0.106789,40.319,0.504907,1.75673,359.426,0.0747222,0.0639737,0.32433,0,0,0,0,4.88933,3.62077,0,109.326,0.531546,3.32843,0.970746,317.454,0,0.32433,12.9765,5.70944,7.01556,4.45998,0.106789
Glen Isla,324136,764919,Isla-10,NA,NA,NA,0,0,0,NA,NA,1153,1160,1167,0,0,0,39.9048,0.454529,1.28079,377,0.375,0.221699,0.318495,0.00527671,0,0,0,5.3047,2.93709,0,109.326,0.0874269,2.62132,1.57128,314.842,0,0.318495,4.56182,5.70944,7.01556,5.0993,0
Glen Isla,321832,763416,Isla-11,0,0,0,0,0,0,1140,1147,1154,1161,1168,0,0,0,39.4403,0.358222,0.772899,347.607,0.163973,0.0562573,0.527925,0.0502464,0.00283788,0,0,2.81558,2.33489,0,109.326,0.533717,2.20711,0.448198,363.688,0,0.525088,16.5755,5.70944,7.01556,2.375,0
Glen Isla,323267,764212,Isla-12,NA,NA,NA,0,0,0,NA,NA,1153,1160,1167,0,0,0,39.319,0.758516,1.29078,372.215,0.317236,0.0451628,0.196322,0,0.00678299,0,0,3.90463,3.20655,0,109.326,0,2.91421,0.617487,424.684,0,0.189539,17.0034,5.70944,7.01556,3.69538,0
Glen Isla,324440,763978,Isla-13,NA,0,1,1,0,0,1140,1147,1153,1160,1167,0,0,0,38.9048,0.369285,1.1018,363.928,0.290208,0.0082615,0.618657,0,0.0399831,0,0,4.3147,2.20655,0,109.326,0,1.91421,0.657071,264.5,0,0.578674,12.6842,5.70944,7.01556,4.10959,0
Glen Isla,322769,762182,Isla-14,0,0,0,1,0,0,1139,1146,1153,1160,1167,0,0,0,37.5261,0.754495,0.750887,370.789,0.769203,0.127727,0,0.117779,0,0,0,1.73823,2.95296,0,109.326,0,1.70711,1.57643,291.255,0,0,2.50134,5.70944,7.01556,1.61485,0
Glen Isla,323753,762830,Isla-15,NA,NA,NA,0,0,0,NA,NA,1152,1159,1166,0,0,0,38.1119,0.934877,0.597704,408.094,0.236289,0.0404043,0.0247184,0,0,0,0,2.59831,2.12891,0,109.326,0,1.91421,1.60785,409.831,0,0.0247184,14.6132,5.70944,7.01556,3.0283,0
Glen Isla,325256,762439,Isla-16,NA,NA,NA,0,0,0,NA,NA,1153,1160,1167,0,0,0,36.9906,0.380243,0.61412,307.235,0.005,0,0.582663,0,0.368713,0,0,3.39926,0.628909,0,109.326,0.134516,0.5,1.41648,283.744,0,0.21395,3.48491,5.70944,7.01556,2.99827,0
Glen Isla,322148,761322,Isla-17,0,0,0,0,0,0,1139,1146,1153,1160,1167,0,0,0.0688247,37.2332,0.549605,0.202131,271.385,0.0646303,0,0.381571,0,0.339819,0,0,0.524558,2.26438,0,101.568,0.580014,0.5,1.86932,268.884,0,0.0417516,9.6471,5.05333,7.18472,0.906981,0.0688247
Glen Isla,323723,761797,Isla-18,NA,NA,NA,1,1,1,NA,NA,1152,1159,1166,0,0,0,36.6119,0.900224,0.844553,333.91,0.269203,0.000105907,0.0718,0.0278702,0,0,0,1.65463,1.89205,0,109.326,0.206994,1.5,2.38312,385.638,0,0.0718,15.6562,5.70944,7.01556,2.23133,0
Glen Isla,324790,761045,Isla-19,0,0,0,0,0,0,1141,1148,1155,1162,1169,0,0,0,35.6977,0.445477,0.530871,320.323,0.235,0.0640725,0.121491,0.167331,0,0,0,1.99919,0.745,0,101.568,0,0.5,3.12359,331.301,0,0.121491,8.65276,5.05333,7.18472,1.89288,0
Glen Isla,324879,759937,Isla-20,0,1,0,0,0,0,1141,1148,1155,1162,1169,0,0,0,34.6977,0.366121,0.533751,336.901,0.650919,0.571212,0,0.0626667,0,0,0,1.19823,0.995599,0,101.568,0,0.707107,3.91648,292.263,0,0,8.78159,5.05333,7.18472,0.945599,0
Kinveacy_1,289201,821974,Kin-001,0,0,0,0,0,0,342,349,356,363,370,0,0,0.105641,32.4568,0.353436,0.936483,286.165,0.175,0.0602765,0.431733,0,0.210593,0,0,0.471838,0.015,0,75.2181,0.658114,0,6.92472,165.541,0.549107,0.221141,3.58519,6.56556,7.53028,0.528066,0.105641
Kinveacy_1,289787,820856,Kin-002,0,0,0,0,0,0,342,349,356,363,370,0,0,0.352078,33.6639,0.489871,0.665586,321.505,0.834472,0.0602148,0.0978358,0,0.0248468,0,0,0.667279,1.59062,0,110.753,0,0.5,5.71761,319.565,0,0.0729891,12.6949,7.82,6.50972,1.33607,0.352078
Kinveacy_1,289284,821027,Kin-003,0,0,0,0,0,0,342,349,356,363,370,0,0,0.000777447,33.4568,0.121297,0.336576,338.168,0.271213,0,0.877925,0,0.671612,0,0,1.14551,0.905355,0,110.753,0,0.707107,5.92472,301.161,0,0.206313,10.4008,7.82,6.50972,1.48104,0.000777447
Kinveacy_1,286333,820833,Kin-004,NA,0,0,0,0,0,343,350,357,364,371,0,0,0,32.2142,0.279263,1.14132,312.693,0.140193,0.226161,0.344708,0.131745,0.0498204,0,0,3.24,0.0485355,0,97.8547,0.114774,0,6.96025,188.414,0.595065,0.294888,7.13755,7.00889,7.105,1.00459,0
Kinveacy_1,287417,821268,Kin-005,NA,0,0,0,0,0,344,351,358,365,371,0,0,0,32.6284,0.422432,1.24419,334,0.662606,0.382393,0,0.195175,0,0,0,2.63558,0.00472222,0,110.753,0,0,7.04604,155.809,0.575485,0,1.03036,7.82,6.50972,0.66163,0
Kinveacy_1,288471,820805,Kin-006,NA,0,0,1,0,0,340,347,354,361,368,0,0,0,33.5426,0.809598,1.63663,324.918,0.306999,0.190402,0,0,0,0,0,2.25375,0.943455,0,110.753,0.127916,0.707107,6.13182,188.348,0,0,1.88803,7.82,6.50972,1.62612,0
Kinveacy_1,287913,819974,Kin-007,NA,0,0,0,0,0,340,347,354,361,368,0,0,0,33.8355,0.5766,0.251461,343.423,0.682132,0.11323,0.148136,0.162033,0,0,0,2.79,1.13488,0,110.753,0,1,5.33893,181.656,0,0.148136,1.67275,7.82,6.50972,1.86874,0
Kinveacy_1,284166,821390,Kin-008,NA,NA,0,0,0,0,NA,345,346,347,366,0,0,0,30.8857,0,0,321,0.278492,0.064666,0.167698,0.767636,0,0,0,2.58551,2.02045,0,108.267,0.490067,1.91421,6.68824,212.371,0,0.167698,2.56158,7.90555,6.25305,1.72271,0
Kinveacy_1,288073,821806,Kin-009,NA,0,1,0,0,1,337,344,351,358,371,0,0,0,32.5426,0.908888,1.07194,298.973,0.218349,0.0886126,0,0,0,0,0,1.52735,0.0465829,0,75.2181,0.0571772,0,7.33893,140.968,0.559287,0,0.722027,6.56556,7.53028,1.16749,0
Kinveacy_1,285037,821824,Kin-010,0,0,0,0,0,0,343,350,357,364,371,0,0,0,30.7999,0.0651824,0.265013,346.287,0.706421,0.232508,0.0521385,0.617679,0,0,0,2.25,1.46229,0,108.267,0,1.41421,6.71797,271.51,0,0.0521385,3.12235,7.90555,6.25305,1.80849,0
Kinveacy_1,285930,821732,Kin-011,0,0,0,0,1,0,343,350,357,364,371,0,0,0.0876182,31.507,0.163893,1.56461,329.25,0.698614,0.239941,0.344993,0.122515,0.0941333,0,0,2.25,1.18602,0,108.267,0,1,7.6247,283.759,0,0.25086,6.14467,7.90555,6.25305,1.29749,0.0876182
Kinveacy_1,285583,820991,Kin-012,NA,0,0,1,0,0,343,350,357,364,371,0,0,0.116091,32.007,0.330306,1.05562,307.948,0.253345,0.252928,0.278057,0.0226188,0.192278,0,0,2.79,0.753039,0,97.8547,0.501129,0.707107,7.37447,178.562,0,0.0857789,3.98198,7.00889,7.105,0.928614,0.116091
Kinveacy_1,287150,822338,Kin-013,1,0,0,0,0,0,343,350,357,364,371,0,0,0,31.1284,0.774929,0.446964,290.746,0.085,0.122019,0,0.103052,0,0,0,1.44,0.866461,0,75.2181,0,0.707107,7.0464,211.502,0,0,4.42691,6.56556,7.53028,0.77435,0
Kinveacy_1,285770,824173,Kin-014,NA,0,0,0,0,0,342,349,356,363,370,0,0,0,29.007,0.688778,0.832238,363.755,0.494476,0.255672,0.0367546,0.00149366,0,0,0,0.27,0.125,0,108.267,0,0,4.92508,296.663,0.500591,0.0367546,8.90428,7.90555,6.25305,1.33849,0
Kinveacy_1,286772,824101,Kin-015,NA,0,0,0,0,0,342,349,356,363,370,0,0,0,29.4213,0.562451,0.245763,351.411,0.188744,0.085469,0.0114044,0.328699,0,0,0,0.18,0.035,0.512353,75.2181,0.0124564,0,5.3393,154.13,0.503872,0.0114044,1.98195,6.56556,7.53028,2.31888,0
Kinveacy_1,289014,819888,Kin-016,0,0,0,0,0,0,340,347,354,361,368,0,0,0.215686,34.4568,0.487557,0.875274,394.214,0.305,0.107837,0.18892,0,0.18892,0,0,1.35,1.88726,0,110.753,0,1.41421,4.92472,272.143,0,0,6.29451,7.82,6.50972,2.48104,0.215686
Kinveacy_1,289765,819678,Kin-017,0,0,0,0,0,0,340,347,354,361,368,0,0,0.11026,35.1639,0.655958,1.16817,374.219,0.212353,0.159512,0.0742704,0,0.0421592,0,0,0.9,2.59062,0,110.753,0.222741,0.707107,4.21761,395.025,0,0.0321112,9.74137,7.82,6.50972,1.8807,0.11026
Kinveacy_1,283953,822603,Kin-018,NA,NA,0,1,0,0,NA,345,346,347,367,0,0,6.79E-05,29.6786,0.186986,0.564586,383.358,0.49114,0.434782,0.140436,0.237729,0,0,0,1.83463,1.50886,0,108.267,0,1.41421,5.80376,301.163,0,0.140436,6.56603,7.90555,6.25305,1.85974,6.79E-05
Kinveacy_1,285791,823063,Kin-019,NA,0,0,0,0,0,343,350,357,364,371,0,0.0385324,0,30.007,0.941349,0.155472,391.862,0.596351,0,0.0201186,0,0,0,0,0.72,0.875,0,108.267,0,0.5,5.92508,276.713,0,0.0201186,11.2516,7.90555,6.25305,1.73865,0
Kinveacy_1,284777,822991,Kin-020,NA,NA,0,0,0,0,NA,345,346,347,367,0,0,0.0620061,29.5928,0.820452,0,400.312,0.085,0,0,0.117542,0,0,0,0.869117,0.605,0,108.267,0.41722,0.5,5.51087,297.916,0,0,7.45293,7.90555,6.25305,1.22719,0.0620061
Inverlael,218620,886779,LAEL-001,0,0,0,0,0,0,1022,1029,1036,1043,1050,0,0,0,1.255,0.024533,0.0581068,267.88,0.275061,0.236512,0.492112,0.246843,0.120855,0,0,0.54,1.98797,0,142.787,0.585283,0,6.38214,369.691,0,0.371257,17.8684,2.85444,9.34861,1.44749,0
Inverlael,219548,887309,LAEL-002,NA,NA,NA,NA,0,0,NA,NA,NA,1040,1047,0,0,0,2.255,0,0,381.444,0.504777,0,0.0337322,0.966257,0,0,0,1.71,3.05449,0,142.787,0,1.20711,6.67925,380.576,0,0.0337322,13.3247,2.85444,9.34861,2.3617,0
Inverlael,220476,886885,LAEL-003,NA,NA,NA,NA,0,0,NA,NA,NA,1040,1047,0,0.0252651,0,2.755,0,0,453.547,0.125633,0,0.260785,0.71395,0,0,0,2.25,3.32976,0,142.787,0.244553,2.20711,5.47214,380.576,0,0.260785,12.3794,2.85444,9.34861,2.56881,0
Inverlael,218541,885818,LAEL-004,1,0,0,0,0,0,1022,1029,1036,1043,1050,0,0,0,1.37719,0.376443,0.650784,40.7815,0.372058,0.128395,0.222113,0,0.222113,0,0.273048,0.45,1.20844,0,183.607,0.632346,0,5.96793,301.341,0,0,8.709,4.81167,7.67389,0.947487,0.273048
Inverlael,219832,885870,LAEL-005,0,0,0,0,0,0,1022,1029,1036,1043,1050,0,0,0,2.37719,0.00376473,0.0444757,297.565,0.362236,0.115114,0.825464,0.0556582,0,0,0,1.44,2.37454,0,183.607,0.422028,1.5,5.55792,368.396,0,0.825464,16.367,4.81167,7.67389,1.53744,0
Inverlael,220915,885798,LAEL-006,1,0,0,1,0,0,1022,1029,1036,1043,1050,0,0,0,3.5843,0.0573426,0.43378,167.292,0.235919,0.401474,0.471624,0.0695599,0.110214,0,0,2.43,2.79839,0,183.607,0.549878,2.5,4.55792,266.877,0,0.361409,15.2276,4.81167,7.67389,2.33033,0
Inverlael,218568,884785,LAEL-007,NA,0,0,0,0,0,1019,1026,1033,1040,1047,0.0247045,0,0.467609,2.31484,0.25785,0.487086,250.171,0.493099,0.166107,0.0837306,0,0.0828737,0,0,0.18,0.577487,0.433254,183.607,0,0,5.55371,390.85,0,0.000856873,37.8556,4.81167,7.67389,0.517487,0.467609
Inverlael,219565,884857,LAEL-008,NA,0,0,0,0,0,1019,1026,1033,1040,1047,0,0,0.0692023,2.79141,0.367983,1.42465,132.623,0.505,0.250847,0.0343875,0.235027,0,0,0.0425524,1.33456,1.38418,0,183.607,0.575321,0.707107,5.64371,367.52,0,0.0343875,6.51173,4.81167,7.67389,1.175,0.111755
Inverlael,221019,884678,LAEL-009,NA,0,0,0,1,0,1019,1026,1033,1040,1047,0,0,0.400547,4.49851,0,1.29457,255.185,0.415,0.584533,0,0.0149197,0,0,0,2.7,2.88418,0,183.607,0.507485,2.20711,3.9366,445.697,0,0,25.5252,4.81167,7.67389,2.85932,0.400547
Inverlael,222072,884442,LAEL-010,NA,NA,NA,NA,0,0,NA,NA,NA,1041,1048,0,0.00404474,0,5.49851,0,0,313.573,0.12364,0.995955,0,0,0,0,0,3.69,3.88418,0,201.02,0.396429,3.20711,2.9366,442.743,0,0,26.6259,6.43278,5.97972,3.85932,0
Inverlael,218919,883839,LAEL-011,NA,NA,NA,NA,0,0,NA,NA,NA,1042,1049,0,0,0.501913,2.81484,0.315311,0.588783,190.39,0.235,0.108265,0.0743946,0.00011588,0.0244463,0,0,0.09,0.567487,0.508619,183.607,0,0,5.6395,390.835,0.100272,0.0499483,36.9281,4.81167,7.67389,1.01749,0.501913
Inverlael,222830,885231,LAEL-012,NA,NA,NA,NA,0,0,NA,NA,NA,1044,1051,0,0.0267687,0,5.79141,0,0,473,0.085,0.792875,0.00144089,0.178915,0,0,0,4.30456,4.59128,0,201.02,0.744002,4.41421,2.14371,432.814,0,0.00144089,3.70127,6.43278,5.97972,4.175,0
Inverlael,221918,886042,LAEL-013,NA,NA,NA,NA,0,0,NA,NA,NA,1044,1051,0,0.0960351,0,4.37719,0,0,330.312,0.00983728,0.572813,0.213156,0.117995,0,0,0,3.42,4.0055,0,201.02,0.529539,3.5,3.55792,374.464,0,0.213156,20.6047,6.43278,5.97972,3.53744,0
